企業名,URL,役職名,氏名
有限会社飛夢,http://www.flyingdream.jp,代表取締役,関根新吾
株式会社アイリステクノロジー,http://www.iris-tec.co.jp/,not working,not working
オリエンタルプラントサービス株式会社,http://www.oriental-ps.co.jp/,代表取締役,山口　進一
株式会社ユーカリ物流,http://www.u-kari.jp,not working,not working
有限会社大橋瓦店,http://www.ohashikwra.com,代表取締役,大橋　和広
ＯＣＴエンジニアリング株式会社,https://www.octe.jp/,not working,not working
株式会社エイト,https://8grp.co.jp/,not working,not working
株式会社エヌプラス,http://www.nplus-inc.co.jp/,代表取締役,中村 祐介
株式会社クリーンエコロジー,http://www.clean-ecology.com/,not working,not working
矢野建設株式会社,http://yanokensetsu.jp/,not working,not working
有限会社京葉トップライン,http://www.keiyo-top.com/,not working,not working
株式会社ＳＵＳＰＲＯ,http://www.suspro.co.jp/,not working,not working
東葛テクノ株式会社,https://t-techno.com/,not working,not working
有限会社桜華商事,https://ohka-hd.com/,代表取締役,中村 恭平
株式会社クロスファクトリー,http://www.cross-f.co.jp/,not working,not working
有限会社五野上電設,https://gonoue.jp/,not working,not working
有限会社協和デンタル・ラボラトリー,https://kyowa-dental.co.jp/,not working,not working
有限会社鎌滝興業,https://www.kamataki.co.jp/,代表取締役,鎌滝　一
有限会社鎌滝興業,https://www.kamataki.co.jp/,常務取締役,渡邉　裕介
有限会社鎌滝興業,https://www.kamataki.co.jp/,取締役,桒田　真一
トリオマネジメント株式会社,https://www.fuwafuwa-torio.com/,代表取締役,岡山　早苗
ジェオブルッグジャパン株式会社,https://www.geobrugg.com/japan/,not working,not working
株式会社ピンポイントサービス,https://www.pinpointservice.com/,代表取締役,八重樫　清美
有限会社有馬工業,未確認,not working,not working
有限会社アキタ建設,http://www.akita-k.com,not working,not working
株式会社内山電設,ttp://www.uchiyama-d.com/,not working,not working
ＪＴＥ株式会社,http://www.jte-eng.com/,not working,not working
株式会社ＦＭＧ,http://www.fmg.sc,CLOSE,諸岡 　正徳
株式会社ＦＭＧ,http://www.fmg.sc,取締役会長　　　　諸岡 　正徳,杉山　麗子
株式会社ＦＭＧ,http://www.fmg.sc,取締役　　　　　　杉山　麗子,黒田　満之
株式会社ＦＭＧ,http://www.fmg.sc,取締役　　　　　　黒田　満之,福原　直通
株式会社ＦＭＧ,http://www.fmg.sc,取締役　　　　　　福原　直通,澁谷　祐輔
株式会社ＦＭＧ,http://www.fmg.sc,取締役　　　　　　澁谷　祐輔,堀田　正三
株式会社ＦＭＧ,http://www.fmg.sc,監査役　　　　　　堀田　正三,島津　武志
株式会社ＦＭＧ,http://www.fmg.sc,執行役員　　　　　島津　武志,・水道光熱費
有限会社セントラル,http://ryu-sei.biz/,not working,not working
株式会社創通システム,http://soutu-s.com/,not working,not working
株式会社エフテック・ティーエム,http://ftec-tm.co.jp/,代表取締役,諏佐　太郎
株式会社エフテック・ティーエム,http://ftec-tm.co.jp/,代表取締役,諏佐　繁　退任
株式会社エフテック・ティーエム,http://ftec-tm.co.jp/,代表取締役,諏佐　太郎　就任
ユニビスタシステムズ株式会社,http:://www.univista.jp/,not working,not working
有限会社永朗建設,https://eirou.jp/,not working,not working
株式会社ソーシン電設,http://so-sindensetsu.jp/,not working,not working
株式会社プレジャーネクスト,http://www.pleaurenext.co.jp,not working,not working
株式会社タニヒラ,https://www.tanihira.co.jp,代表取締役,谷平竜幸
株式会社タニヒラ,https://www.tanihira.co.jp,代表取締役,谷平　竜幸
株式会社ネットキューブ,http://www.netcube.ne.jp,not working,not working
インフォカート株式会社,http://www.infocart.jp/,社長に意見,千葉交響楽団
インフォカート株式会社,http://www.infocart.jp/,社長に意見,千葉商工会議所
株式会社泰真,www.taishin-web.co.jp/index.html,not working,not working
株式会社ロックイットグローバル,https://cargolivelogistics.com/?lang=ja,not working,not working
ケーエムマテリアル株式会社,http://kmmc.co.jp/,代表取締役,大山　勉
株式会社新栄プラント,http://shineiplant.com/,not working,not working
株式会社タジマ,http://www.tajima-trans.co.jp/,not working,not working
株式会社丸辰,http://my-exterior.com/company/,not working,not working
株式会社タクト設計事務所,http//www.tactsekkei.com,not working,not working
アイコミュニケーションズ株式会社,https://ai-comm.net/,代表取締役,布留川 剛仁
株式会社日東装備,http://www.nitto-soubi.com/,not working,not working
ディーケイ物流株式会社,http://www.dk-daikoku.co.jp/logi/,not working,not working
株式会社サンアイク,http://www.sunaiku.com/,not working,not working
有限会社フジ設備,https://www.rh-navi.jp/recruit_pack/fujisetsubi,not working,not working
株式会社Ｅプラン,https://www.eplan.co.jp/,代表取締役社長,松澤民男
株式会社ビー・エイチ,https://bh-c.net/,not working,not working
株式会社国松,http://kuni-matsu.co.jp/,not working,not working
ｅｐｍ不動産株式会社,https://www.epm-estate.com/,代表取締役,鈴木　政晴
株式会社リトルハウス,http://www.e-littlehouse.com/,not working,not working
国際クルーズ株式会社,http://omdjapan.info,not working,not working
株式会社ＮＴＳ,http://www.52nts.com/,not working,not working
株式会社オリエンタルホームサービス,https://www.oriental-h-s.jp/,not working,not working
株式会社佐川,https://www.sagawass.com/,代表取締役社長,佐川 清
株式会社フジケン,https://www.fujiken-co.net/,not working,not working
株式会社大須賀技建,http://www.osuga-giken.co.jp/,代表取締役,大須賀量二
千葉エッグファーム有限会社,http://www.c-eggfarm.com/,not working,not working
ヘルシー・スポーツ建設株式会社,https://www.healthy-clay.com/,not working,not working
株式会社ハウスメイク,https://www.house-make-tosou.jp/,not working,not working
エーセンス建築設計事務所株式会社,http://a-sense.biz/,not working,not working
株式会社ライナロジクス,http://lynalogics.com/,not working,not working
株式会社まるい,https://www.marui-sakanaya.com/,not working,not working
株式会社千葉テックサービス,http://www.chiba-tec.com/,not working,not working
株式会社エーピーシーメンテナンス,https://www.apc-maintenance.com,代表取締役,大村　淳
株式会社エーピーシーメンテナンス,https://www.apc-maintenance.com,代表取締役,大村 淳
株式会社リード,http://www.lead-up.co.jp/,not working,not working
株式会社Ａ－ＴＲＵＣＫ,https://www.a-truck.jp/,代表取締役社長,守屋 慶隆
株式会社Ａ－ＴＲＵＣＫ,https://www.a-truck.jp/,代表取締役,守屋慶隆
ユニトレンド株式会社,https://unitrend.co.jp/,not working,not working
有限会社ウィズ,http://with-reform.co.jp/,not working,not working
ＥＭプランツ株式会社,http:://em-plants.com/,not working,not working
株式会社オーディーエル,https://www.odl.jp/,代表取締役,小野木 翔
株式会社纏建設,http://matoikensetsu.com/,代表取締役,佐藤良平
株式会社シンワ,https://www.sinwa-kaitai.com/,代表取締役,稲垣和人
株式会社シンワ,https://www.sinwa-kaitai.com/,代表取締役,稲垣和人
株式会社シンワ,https://www.sinwa-kaitai.com/,取締役副社長,川口徹哉
株式会社ライフラインクリエイター,http://www.lifelinecreator.co.jp/,not working,not working
株式会社スタジオ・チッタ,https://studio-citta.com,代表取締役,工藤 武士
長谷川総合企画株式会社,http://hasegawasogo.com,代表取締役,長谷川長二郎
長谷川総合企画株式会社,http://hasegawasogo.com,代表取締役,長谷川 長二郎
株式会社たゆら,http://www.peekaboowaffle.com/index.html,not working,not working
株式会社安井工務店,http://kyk-yasuikoumuten.com/,not working,not working
有限会社近藤電設,https://www.kondo-densetsu.com/,not working,not working
三山グリーン株式会社,http://www.miyama-green.co.jp/,not working,not working
株式会社東和製作所,http://towa-ss.sakura.ne.jp/,not working,not working
株式会社イーゼィシステムズ,http://www.eazesystems.com,代表取締役,渡辺太郎
有限会社節工業,www.catv9.ne.jp/info.fushikougyo/,not working,not working
株式会社ネクストワン,http://nextone-group.info,not working,not working
株式会社林住販,http://www.hayashi-jyuhan.co.jp/,not working,not working
株式会社レアル,https://urbankh.wixsite.com/real,代表取締役,中村　征司
株式会社エアリズム,https://www.airizm.com/,代表取締役,鈴木寛和
有限会社明巨産業,https://akitomi-sangyo.com/,代表取締役,大川　智也
株式会社キミツコラム,http://www.kimitsucolumn.co.jp,not working,not working
アイ・ティー物流株式会社,http://it-butsuryu.com,not working,not working
株式会社天野産業,http://www.amano-recycle.com/,not working,not working
株式会社みやびフードサービス,http://miyabi-sweets.co.jp/,not working,not working
相川海運産業株式会社,http://www.aikw.co.jp/,not working,not working
株式会社アドヴァンス,http://www.adovance-kazusa.co.jp/,not working,not working
住宅工房株式会社,http://www.juutakukoubou.com/company/,not working,not working
株式会社リューズ,https://www.ruse.co.jp/,not working,not working
株式会社シーエス,https://cs-ltd.info/,not working,not working
株式会社エムズファクトリー,https://www.shop-msfactory.com/,代表取締役,松田裕美
株式会社ビーテック,http://betec.jp/,not working,not working
株式会社フリー・コンストラクション,http://www.ecolife-fc.com,not working,not working
アール・マテリアルズ株式会社,http://r-materials.com/,not working,not working
エコールド・ジャパン株式会社,未確認,not working,not working
株式会社桶岩産業,http://www.okeiwa.co.jp,not working,not working
株式会社カワナ,http://www.kawana-kanri.com/,not working,not working
有限会社豊永プランニング,http://www.houeiplanning.co.jp/,not working,not working
株式会社ＨＷＰ,http://www.hwp-55.com/,not working,not working
株式会社エンブレム,http://www.emblem-energy.co.jp/,not working,not working
株式会社エムサス,https://www.msas.co.jp/,not working,not working
有限会社内外建装,http://naigaikenso.sub.jp/,not working,not working
丸信機工株式会社,http://www.marushinkiko.co.jp,not working,not working
有限会社ロード,http://road99.net/,not working,not working
株式会社ティーエムトランスポート,https://tmtransport.jp/,not working,not working
株式会社津田商店,http://www42.tok2.com/home/tsudashouten/,not working,not working
株式会社レクト,http://www.recto-c.com/,代表取締役社長,橿村　信
旅行計画アルファ株式会社,https://www.rk-alpha.com/,not working,not working
株式会社ＤＩＧＩＴＡＬＯＮＥ,http://ckpt.co.jp/,not working,not working
株式会社シナジックスマーケティング,https://synergyx-m.com/,代表取締役,鈴木雄太郎
フジタカ連帯株式会社,https://www.fujitakarentai.co.jp,not working,not working
株式会社マルニトータルサービス,https://maruni-ts.co.jp/,not working,not working
新和商事株式会社,http://www.sinwashoji.jp/,not working,not working
株式会社ＧＥＭジャパン,https://gemjapan.co.jp/,代表取締役社長,鳥海　勝
株式会社ＧＥＭジャパン,https://gemjapan.co.jp/,代表取締役,鳥海　勝
株式会社ＳＰ,https://www.s-p-net.com/,代表取締役,成田 孝
株式会社ＳＰ,https://www.s-p-net.com/,取締役,尾崎 健吾
株式会社ＳＰ,https://www.s-p-net.com/,取締役,福田 仁
株式会社サーフェステクノロジー,https://www.sf-tech.co.jp/,代表取締役,増田 健康
株式会社サーフェステクノロジー,https://www.sf-tech.co.jp/,代表取締役,増田 健康
シーワン・テクノロジー・ジャパン株式会社,https://www.conejapan.co.jp/,not working,not working
株式会社アクティバ,https://kishimataki.wixsite.com/actevaco,not working,not working
株式会社バルス,http://www.bals-inc.com,not working,not working
株式会社Ｔ・Ｋ・Ｓ,http://tks-tks.com,not working,not working
株式会社ジー・フィールド,http://gfield-c.co.jp/,代表取締役社長,原田　智昭
株式会社プライム・ブレインズ,http://www.primebrains.co.jp,代表取締役,社⻑ 五反⽥ 基秀
株式会社プライム・ブレインズ,http://www.primebrains.co.jp,代表取締役社長,五反⽥ 基秀
株式会社プライム・ブレインズ,http://www.primebrains.co.jp,執行役員（ITコンサルティング部担当 兼  IT技術研究部担当）,五反⽥ 奈美⼦
株式会社プライム・ブレインズ,http://www.primebrains.co.jp,執行役員（システム開発部担当）,伊賀 良太郎
株式会社プライム・ブレインズ,http://www.primebrains.co.jp,執行役員,（総務部担当 兼 秘書室担当）
株式会社トラストハウス,https://www.trust-house.net/,代表取締役,荒尾　大
株式会社ステラ,http://www.stella-group.com/index.html,代表取締役社長,茂木亜裕美
株式会社ステラ,http://www.stella-group.com/index.html,代表取締役,茂木 亜裕美
株式会社アイスバーグ,https://www.dry-iceberg.co.jp/,not working,not working
株式会社實川創建,http://zitsukawa.com/,代表取締役社長,實川 育利
株式会社ヤマト,https://www.yamato-mg.com/,代表取締役,杉本雄飛
イマ・ライフ・ジャパン株式会社,https://www.imalife.co.jp,BARRIER TECHNOLOGY:OPEN & CLOSED RABS,会社住所
株式会社ユウマペイント,https://www.yu-ma.jp/,代表取締役,佐々木 拓朗
株式会社ユウマペイント,https://www.yu-ma.jp/,代表取締役,佐々木 拓朗
株式会社そら,https://www.sola-japan.co.jp,代表取締役,都築 学
株式会社そら,https://www.sola-japan.co.jp,代表取締役,都築 学
株式会社野口工業,未確認,not working,not working
株式会社おづつみ園,http://homepage2.nifty.com/ozu/,not working,not working
株式会社すばる建設,http://www.subaru-t-c.co.jp/,not working,not working
日本環境マネジメント株式会社,http://www.n-e-m.co.jp,代表取締役,片山　安茂
株式会社中央精研,http://www.chuoseiken.co.jp,代表取締役,田中 俊之
和光紙器株式会社,http://www.wakosiki.co.jp,not working,not working
シャロム電子株式会社,https://cdk-shalom.co.jp/,代表者 代表取締役,戸田　学
シャロム電子株式会社,https://cdk-shalom.co.jp/,取締役,榎本　家博
シャロム電子株式会社,https://cdk-shalom.co.jp/,取締役,田島　健二
シャロム電子株式会社,https://cdk-shalom.co.jp/,代表取締役,戸田　学
福田計器株式会社,http://www.fukudakeiki.com,CLOSE,福田 治
福田計器株式会社,http://www.fukudakeiki.com,代表取締役　福田 治,敷地面積
トヨダ建設株式会社,http://www.misato-toyoda.com,not working,not working
株式会社ヤマフジ,http://p-yamafuji.jp/,代表取締役,島村　昇
セイフル株式会社,http://safulle.co.jp/,not working,not working
理光建設株式会社,http://www.riko.zzs.jp/,not working,not working
有限会社古木工務店,https://www.furukikoumuten.com/,not working,not working
クマコン熊谷株式会社,http://www.kumacon.co.jp/,not working,not working
株式会社末広不動産,http://www.suehiro-re.co.jp/,not working,not working
スマイルハウス株式会社,http://www.tohshin-j.co.jp/,not working,not working
コーホクトーヨー住器株式会社,http://www.tostem-fc.jp/5000172/,not working,not working
株式会社内山商事,https://ucym.jp/,代表取締役,中林 和彦
株式会社内山商事,https://ucym.jp/,代表取締役に中林誠一・中林和彦 就任,国土交通大臣 建設業許可取得
西海ゴム工業株式会社,http://srsaikai.jp/,not working,not working
有限会社いがらし,http://www.igarashi2754.jp,not working,not working
株式会社三井開発,https://www.mitsuikaihatsu.co.jp/,代表取締役,三井　明
小林工務店株式会社,http://www.ie-monogatari.com/,not working,not working
三英電気工業株式会社,http://sanei-connector.com/,not working,not working
出浦建設株式会社,未確認,not working,not working
株式会社博愛社,https://www.hakuaisha.jp/,代表取締役,村上 武白
株式会社博愛社,https://www.hakuaisha.jp/,取締役営業本部長  詳しくはこちら,佐野　巖
株式会社博愛社,https://www.hakuaisha.jp/,代表取締役　社長  詳しくはこちら,村上　武白
株式会社博愛社,https://www.hakuaisha.jp/,代表取締役　会長  詳しくはこちら,村上　基一
株式会社博愛社,https://www.hakuaisha.jp/,専務取締役  詳しくはこちら,村上　基治
株式会社博愛社,https://www.hakuaisha.jp/,取締役  詳しくはこちら,村上　節子
株式会社博愛社,https://www.hakuaisha.jp/,常務取締役  詳しくはこちら,島田　裕美子
株式会社博愛社,https://www.hakuaisha.jp/,執行役員,総務部　 部長
株式会社博愛社,https://www.hakuaisha.jp/,執行役員 総務部　 部長  詳しくはこちら,白井　建
株式会社博愛社,https://www.hakuaisha.jp/,社長,室室長
株式会社博愛社,https://www.hakuaisha.jp/,社長,室長
株式会社博愛社,https://www.hakuaisha.jp/,社長室長  詳しくはこちら,村上　基久司
有限会社滝商事,https://soccershop-mira.com/,not working,not working
株式会社松下工務店,http://www15.ocn.ne.jp/~matsushi/13.html,not working,not working
株式会社上村建業,http://kamimura.co/,not working,not working
株式会社アケボノ,http://www.akebonos.co.jp,代表取締役,細田 健一
株式会社双葉電気総合建設,未確認,not working,not working
ＷｅＢｕｉｌｄ株式会社,http://safety-ashiba.co.jp/,not working,not working
株式会社三友電設,http://sanyu-densetsu.co.jp/,not working,not working
ミリオン株式会社,https://www.million.co.jp,not working,not working
株式会社ファーストハウジング,https://www.firstgroup.co.jp,代表取締役社長,増田 博美
株式会社ファーストハウジング,https://www.firstgroup.co.jp,代表取締役社長,増田 博美
株式会社新倉造園土木,http://www4.ocn.ne.jp/^niikura/,not working,not working
関口産業株式会社,https://sekiguchi-sangyo.jp/,代表取締役,関口　徹
関口産業株式会社,https://sekiguchi-sangyo.jp/,関口茂が会長に、関口勉が社長にそれぞれ就任,関口茂会長退任
株式会社八木橋,https://www.yagihashi.co.jp,代表取締役社長,八木橋宏貴
虎屋商事株式会社,https://toraya-shouji.co.jp/,代表取締役,高柳 元一
虎屋商事株式会社,https://toraya-shouji.co.jp/,代表取締役,高柳 元一
太陽毛絲紡績株式会社,https://taiyo-keito.co.jp,代表取締役  （ウチヤマ マサハル）,内山 正治
太陽毛絲紡績株式会社,https://taiyo-keito.co.jp,代表取締役社長,内山 正治
埼玉糧穀株式会社,http://saitamaryoukoku.co.jp/,not working,not working
小暮ゴム株式会社,http://www.kogure-gom.jp,not working,not working
株式会社積田電業社,http://www.tsumita.co.jp,代表取締役,積田優
マルキユー株式会社,https://www.marukyu.com/,代表取締役会長,宮澤政信
マルキユー株式会社,https://www.marukyu.com/,代表取締役社長,岡田信義
松本米穀精麦株式会社,https://www.naozane.co.jp/,代表取締役社長,松本邦義
株式会社ウッディーコイケ,http://www.woody-koike.co.jp/,代表取締役,小池 文喜
株式会社向山工場,https://www.mukoyama-steel.com/,not working,not working
株式会社桝徳,http://www.masutoku.jp/,not working,not working
関東菱油株式会社,http://www.kanto-ryoyu.co.jp,代表取締役,原口 秀明
石山商工株式会社,http://www.ishiyama-s.co.jp,not working,not working
株式会社奥隅商店,http://okuzumi-company.com/,not working,not working
株式会社星野又右衛門商店,http://www.hoshimata.co.jp/,代表取締役,星野 健太
古郡建設株式会社,http://www.furugori.co.jp/,代表取締役社長,古郡栄一
株式会社東配,http://www.tohai.co.jp/,not working,not working
関東食糧株式会社,https://www.kanto-syokuryo.co.jp,not working,not working
有限会社太盛,http://www.u-taisei.co.jp,代表取締役,齋藤 實
松井産業株式会社,https://www.matsui-sangyou.co.jp/,代表取締役社長,松井宏之
株式会社ナンブ,http://nannbu.com/,not working,not working
株式会社原田伸銅所,https://harada-shindo.co.jp,not working,not working
熊谷木材工業株式会社,https://www.kumamoku.com/,代表取締役,飯塚　直道
共和コンサルタント株式会社,http://www.kyowanet.jp/,社長メッセージ,工業用水道
真下建設株式会社,http://mashimo-kensetsu.com/,not working,not working
有限会社吉津屋,https://www.yoshizuya1923.com/,not working,not working
株式会社中里組,http://www.nakazatogumi.co.jp/,not working,not working
株式会社藤島建設,https://fujishima-kensetsu.co.jp/,代表取締役社長,佐藤 善之
株式会社藤島建設,https://fujishima-kensetsu.co.jp/,代表取締役,渡邊弘美 就任
株式会社藤島建設,https://fujishima-kensetsu.co.jp/,代表取締役,佐藤善之 就任
埼京運輸株式会社,https://saikyogroup.com/express/,代表取締役社長,藤田義治
株式会社スマイルサポート,http://www.bfkan.com/,not working,not working
小沢工業株式会社,http://www.ozawakk.jp,代表取締役,大石 理恵
小沢工業株式会社,http://www.ozawakk.jp,取締役,小沢 司和
小沢工業株式会社,http://www.ozawakk.jp,取締役,小沢 延江
東浜工業株式会社,http://www.tohin.co.jp/,代表取締役社長,浜崎泰史
埼玉電設株式会社,https://www.saiden-eng.co.jp,代表取締役,川合 昭
株式会社長沢製作所,https://www.nagasawa-mfg.co.jp/,代表取締役社長,長沢昌幸
埼玉物産株式会社,http://saitamabussan.com/,代表取締役社長,加藤 康太
佐野電機株式会社,https://sano-ec.co.jp/,代表取締役,佐野雄⼀朗
株式会社ホンダカーズ久喜,https://www.hondacars-kuki.co.jp,代表取締役社長,水谷 孝史
株式会社斎藤組,http://www.saito-g.co.jp/,not working,not working
第一プレス工業株式会社,https://www.ichipre.co.jp/,not working,not working
内藤建設工業株式会社,http://naitokk.co.jp/,not working,not working
株式会社川村興産,http://namacon.or.jp/member/kawamura.html,not working,not working
株式会社島村工業,http://www.shimamura-k.co.jp/,代表取締役,島村 健
株式会社山下工務店,http://www.yamashitakoumuten.co.jp/,not working,not working
横川石油ガス株式会社,https://job-gear.net/yokokawasekiyu/,代表取締役社長,横川　勝規
岩堀建設工業株式会社,https://www.iwahori.co.jp,代表取締役社長,岩堀 和久
岩堀建設工業株式会社,https://www.iwahori.co.jp,取締役副社長,岩堀 聡司
岩堀建設工業株式会社,https://www.iwahori.co.jp,専務取締役,樋口 秀斉
岩堀建設工業株式会社,https://www.iwahori.co.jp,常務取締役,岩本 聡
岩堀建設工業株式会社,https://www.iwahori.co.jp,常務取締役,中路 孝子
岩堀建設工業株式会社,https://www.iwahori.co.jp,取締役建築本部長,
岩堀建設工業株式会社,https://www.iwahori.co.jp,取締役建築本部長,都築 幸男
岩堀建設工業株式会社,https://www.iwahori.co.jp,取締役総務部長,三澤 康彦
岩堀建設工業株式会社,https://www.iwahori.co.jp,取締役営業部長,錦木 敏
岩堀建設工業株式会社,https://www.iwahori.co.jp,監査役,増田 哲也
入間空調株式会社,https://www.irumakucho.com,代表取締役,吉田 勉
入間空調株式会社,https://www.irumakucho.com,代表取締役,吉田 勉
田部井建設株式会社,http://tabei.co.jp/,not working,not working
タイガー技研株式会社,http://taigagiken.ojaru．jp,not working,not working
株式会社井上製作所,http://www.inoue-ss.com,代表取締役社長,井上健一郎
株式会社井上製作所,http://www.inoue-ss.com,代表取締役社長に井上行雄　就任,井上 健一郎
株式会社井上製作所,http://www.inoue-ss.com,代表取締役社長に井上健一郎　就任,野田工場
株式会社東玉,http://www.tougyoku.com/,代表取締役社長,：戸塚 大介
株式会社東玉,http://www.tougyoku.com/,代表取締役社長,戸塚大介
株式会社長谷川製作所,https://www.e-hasegawa.co.jp,代表取締役,長谷川　正
株式会社トミゼンフーヅ,https://saikano-hoseki.jp/,取締役社長,小堤　敏幹
株式会社長谷川機械製作所,http://www.hasegawa-m.co.jp/,not working,not working
土田物産株式会社,https://tsumugiya.net/ec/,not working,not working
岩渕液化ガス株式会社,https://iwabuchi-lpg.com/,not working,not working
溝口洋紙株式会社,http://www.mizoguchi-paper.co.jp/,代表取締役,溝口 雄次
埼玉ヤクルト販売株式会社,http://www.saitama-yakult.com/,代表取締役社長,山下 直哉
高砂化工機株式会社,https://takasago-k.com/,not working,not working
株式会社丸徳商会,https://marutoku-shokai.co.jp/,代表取締役,社長	徳間信平
株式会社田中工務店,http://www.tanaka-koumuten.co.jp/,not working,not working
株式会社関東建設,http://kanto-cc.co.jp/,代表取締役,栗田 喜行
株式会社関東建設,http://kanto-cc.co.jp/,代表取締役,栗田　喜行
ミツワ樹脂工業株式会社,http://mitsuwa-pj.com/company_3.html,取締役社長,平野　正浩
須田建設株式会社,http://www.suda-kensetsu.co.jp/,not working,not working
小笠原工業株式会社,未確認,not working,not working
江東電気株式会社,https://www.koto-jp.com/,代表取締役社長,原田 進
江東電気株式会社,https://www.koto-jp.com/,取締役副社長,原田 慎二（照明本部 本部長）
江東電気株式会社,https://www.koto-jp.com/,取締役,鬼武 重雄（気密端子本部 本部長）
江東電気株式会社,https://www.koto-jp.com/,執行役員,濱田 一之（照明本部 副本部長）
江東電気株式会社,https://www.koto-jp.com/,執行役員,村木 義孝（気密端子本部 管理部 部長）
江東電気株式会社,https://www.koto-jp.com/,執行役員,坪井 淳（気密端子本部 副本部長）
江東電気株式会社,https://www.koto-jp.com/,監査役,岡本 明
新東鉄工株式会社,http://www.shintou.net/,not working,not working
岩崎工業株式会社,http://www.iwasaki-wing.co.jp,代表取締役,池田 太司
岩崎工業株式会社,http://www.iwasaki-wing.co.jp,代表取締役,池田太司
富士アルミ管工業株式会社,http://www.fujialumi.co.jp/,代表取締役社長,熱海 広
富士アルミ管工業株式会社,http://www.fujialumi.co.jp/,代表取締役社長,熱海 広
富士アルミ管工業株式会社,http://www.fujialumi.co.jp/,代表取締役社長に熱海広が就任,山形工場
川畑株式会社,https://www.kawahata.co.jp,代表取締役社長,​川畑　俊之
不二工業株式会社,http://fujicasting.co.jp/,not working,not working
小林建材工業株式会社,http://www.kobayashi-kenzai.com,not working,not working
樋桁ダイカスト株式会社,https://bso0110.bsj.jp/,not working,not working
ガクヤ株式会社,http://www.gakuya.co.jp,not working,not working
株式会社丸一,http://www.maruichi-v.co.jp,北林辰哉　代表取締役社長就任,北林辰哉　就任
株式会社かねよし,https://www.kaneyoshidesu.co.jp,代表取締役,吉田　竜一
東洋シャフト株式会社,https://www.toyoshaft.co.jp,黒田正敏代表取締役に就任,福島工場新管理棟完成
東洋シャフト株式会社,https://www.toyoshaft.co.jp,創業者黒田孝四郎取締役会長に就任,新潟工場増設
サンキョー株式会社,http://www.sap.fm/,代表取締役,阿部 恭久
仲村重機株式会社,未確認,not working,not working
株式会社愛工舎製作所,https://aicohsha.co.jp/,代表取締役社長,牛窪 洋光
竹並建設株式会社,https://www.takenami.co.jp/,not working,not working
株式会社キットセイコー,未確認,not working,not working
埼玉八栄工業株式会社,http://www.yaei.co.jp,代表取締役,根岸　良幸
有限会社双葉鋼業,未確認,not working,not working
株式会社大宮鍍金工業,http://www.omiya-mekki.co.jp,not working,not working
鈴ヤ紙器梱包株式会社,http://suzuya-s.com/,not working,not working
株式会社ダイケン産業,http://www.amido-dieken.com/,代表取締役社長,萩原 範俊
株式会社インターパック,http://www.inter-pack.com/,not working,not working
株式会社荒井鉄筋工業所,http://www.arai-tk.co.jp,not working,not working
株式会社共和機器製作所,http://www.kyowa1970.jp,not working,not working
株式会社フクシマ,未確認,not working,not working
セキネシール工業株式会社,http://sekineseal.co.jp/,代表取締役社長,関根俊直
株式会社ニッポー,https://www.nippo-co.com,not working,not working
株式会社中島木芸社,https://nakamoku-kagu.com/,代表取締役,中島祥一／常務取締役 中島隆（高視）
株式会社辻井製作所,http://www1.cablenet.ne.jp/mmkazuo/,not working,not working
株式会社ビクター事務機,http://www.vbm.co.jp/,not working,not working
姉崎興業株式会社,http://www.anezaki-k.com/,not working,not working
株式会社レジーナ,https://www.regina.co.jp/,■新代表取締役会長、新代表取締役社長の就任,秋田工場
株式会社海幸水産,https://kaikosuisan.co.jp/,not working,not working
株式会社渡邊製作所,http://www.watanabe-mj.co.jp/,not working,not working
和興建材株式会社,https://wako-kenzai.co.jp/,not working,not working
領家工業株式会社,http://www.ryokekougyo.co.jp/,not working,not working
きねや足袋株式会社,http://www.kineyatabi.co.jp,not working,not working
横田酒造株式会社,未確認,not working,not working
関口工業株式会社,https://pipe-sekiguchi.co.jp,not working,not working
株式会社鈴木精機製作所,未確認,not working,not working
ウチヤマ建設株式会社,https://ut-tec.com/,not working,not working
横田建設株式会社,http://www.yokota-g.co.jp/,not working,not working
株式会社戸田ゴルフクラブ,http://www.todagolf.co.jp/,not working,not working
モリタ工業株式会社,http://www.moritakk.co.jp/,代表取締役,高原 光吉
モリタ工業株式会社,http://www.moritakk.co.jp/,取締役,荒川　稔
モリタ工業株式会社,http://www.moritakk.co.jp/,取締役,伊藤 清一
モリタ工業株式会社,http://www.moritakk.co.jp/,取締役,寺本 和美
モリタ工業株式会社,http://www.moritakk.co.jp/,取締役,盛田 千代子
モリタ工業株式会社,http://www.moritakk.co.jp/,監査役,高石 吉彦
株式会社大宮電化,http://www.omiyadenka.co.jp/,not working,not working
株式会社永久,https://ngq.co.jp/,社長からのメッセージ,住宅設備機器
株式会社永久,https://ngq.co.jp/,社長インタビュー,住宅設備機器
株式会社松永建設,http://www.matsunaga.gr.jp,not working,not working
有限会社安藤螺子製作所,http://www.ando-rashi.co.jp/,代表取締役,久保田　憲夫
株式会社オオツカハイテック,http://www.otsuka-hi-tech.co.jp,代表取締役,代表　大塚則夫
株式会社オオツカハイテック,http://www.otsuka-hi-tech.co.jp,大塚　則夫（代表取締役）,大塚　則夫（）
株式会社田口型範,http://www.tpw.co.jp/,代表取締役社長,田口 脩一郎
株式会社田口型範,http://www.tpw.co.jp/,代表取締役会長,田口 順
